Lap,Race Time,Distance
1,21:00:00,139.19
2,24:00:00,158.08
3,34:00:00,201.08
4,42:00:00,239.1
5,48:00:00,268.68
6,72:00:00,367.11
7,78:00:00,391.71
8,96:00:00,459.07
9,104:00:00,497.1
10,120:00:00,556.25
11,130:00:00,593.29
12,133:00:00,600.74
13,134:00:00,605.22
14,135:00:00,609.19
15,136:00:00,614.41
16,137:00:00,618.39
17,137:42:00,621.37
18,143:23:00,642.62
19,144:00:00,644.24
